Image ID,Label,Defect Type
rotten_plum_393,defective,rotten
rotten_plum_394,defective,rotten
rotten_plum_395,defective,rotten
rotten_plum_396,defective,rotten
rotten_plum_397,defective,rotten
rotten_plum_398,defective,rotten
rotten_plum_399,defective,rotten
rotten_plum_400,defective,rotten
rotten_plum_401,defective,rotten
rotten_plum_402,defective,rotten
rotten_plum_403,defective,rotten
rotten_plum_404,defective,rotten
rotten_plum_405,defective,rotten
rotten_plum_406,defective,rotten
rotten_plum_407,defective,rotten
rotten_plum_408,defective,rotten
rotten_plum_409,defective,rotten
rotten_plum_410,defective,rotten
rotten_plum_411,defective,rotten
rotten_plum_412,defective,rotten
rotten_plum_413,defective,rotten
rotten_plum_414,defective,rotten
rotten_plum_415,defective,rotten
rotten_plum_416,defective,rotten
rotten_plum_417,defective,rotten
rotten_plum_418,defective,rotten
rotten_plum_419,defective,rotten
rotten_plum_420,defective,rotten
rotten_plum_421,defective,rotten
rotten_plum_422,defective,rotten
rotten_plum_423,defective,rotten
rotten_plum_424,defective,rotten
rotten_plum_425,defective,rotten
rotten_plum_426,defective,rotten
rotten_plum_427,defective,rotten
rotten_plum_428,defective,rotten
rotten_plum_429,defective,rotten
rotten_plum_430,defective,rotten
rotten_plum_431,defective,rotten
rotten_plum_432,defective,rotten
rotten_plum_433,defective,rotten
rotten_plum_434,defective,rotten
rotten_plum_435,defective,rotten
rotten_plum_436,defective,rotten
rotten_plum_437,defective,rotten
rotten_plum_438,defective,rotten
rotten_plum_439,defective,rotten
rotten_plum_440,defective,rotten
rotten_plum_441,defective,rotten
rotten_plum_442,defective,rotten
rotten_plum_443,defective,rotten
rotten_plum_444,defective,rotten
rotten_plum_445,defective,rotten
rotten_plum_446,defective,rotten
rotten_plum_447,defective,rotten
rotten_plum_448,defective,rotten
rotten_plum_449,defective,rotten
rotten_plum_450,defective,rotten
rotten_plum_451,defective,rotten
rotten_plum_452,defective,rotten
rotten_plum_453,defective,rotten
rotten_plum_454,defective,rotten
rotten_plum_455,defective,rotten
rotten_plum_456,defective,rotten
rotten_plum_457,defective,rotten
rotten_plum_458,defective,rotten
rotten_plum_459,defective,rotten
rotten_plum_460,defective,rotten
rotten_plum_461,defective,rotten
rotten_plum_462,defective,rotten
rotten_plum_463,defective,rotten
rotten_plum_464,defective,rotten
rotten_plum_465,defective,rotten
rotten_plum_466,defective,rotten
rotten_plum_467,defective,rotten
rotten_plum_468,defective,rotten
rotten_plum_469,defective,rotten
rotten_plum_470,defective,rotten
rotten_plum_471,defective,rotten
rotten_plum_472,defective,rotten
rotten_plum_473,defective,rotten
rotten_plum_474,defective,rotten
rotten_plum_475,defective,rotten
rotten_plum_476,defective,rotten
rotten_plum_477,defective,rotten
rotten_plum_478,defective,rotten
rotten_plum_479,defective,rotten
rotten_plum_480,defective,rotten
rotten_plum_481,defective,rotten
rotten_plum_482,defective,rotten
rotten_plum_483,defective,rotten
rotten_plum_484,defective,rotten
rotten_plum_485,defective,rotten
rotten_plum_486,defective,rotten
rotten_plum_487,defective,rotten
rotten_plum_488,defective,rotten
rotten_plum_489,defective,rotten
rotten_plum_490,defective,rotten
rotten_plum_491,defective,rotten
rotten_plum_492,defective,rotten
rotten_plum_493,defective,rotten
rotten_plum_494,defective,rotten
rotten_plum_495,defective,rotten
rotten_plum_496,defective,rotten
rotten_plum_497,defective,rotten
rotten_plum_498,defective,rotten
rotten_plum_499,defective,rotten
rotten_plum_500,defective,rotten
rotten_plum_501,defective,rotten
rotten_plum_502,defective,rotten
rotten_plum_503,defective,rotten
rotten_plum_504,defective,rotten
rotten_plum_505,defective,rotten
rotten_plum_506,defective,rotten
rotten_plum_507,defective,rotten
rotten_plum_508,defective,rotten
rotten_plum_509,defective,rotten
rotten_plum_510,defective,rotten
rotten_plum_511,defective,rotten
rotten_plum_512,defective,rotten
rotten_plum_513,defective,rotten
rotten_plum_514,defective,rotten
rotten_plum_515,defective,rotten
rotten_plum_516,defective,rotten
rotten_plum_517,defective,rotten
rotten_plum_518,defective,rotten
rotten_plum_519,defective,rotten
rotten_plum_520,defective,rotten
rotten_plum_521,defective,rotten
rotten_plum_522,defective,rotten
rotten_plum_523,defective,rotten
rotten_plum_524,defective,rotten
rotten_plum_525,defective,rotten
rotten_plum_526,defective,rotten
rotten_plum_527,defective,rotten
rotten_plum_528,defective,rotten
rotten_plum_529,defective,rotten
rotten_plum_530,defective,rotten
rotten_plum_531,defective,rotten
rotten_plum_532,defective,rotten
rotten_plum_533,defective,rotten
rotten_plum_534,defective,rotten
rotten_plum_535,defective,rotten
rotten_plum_536,defective,rotten
rotten_plum_537,defective,rotten
rotten_plum_538,defective,rotten
rotten_plum_539,defective,rotten
rotten_plum_540,defective,rotten
rotten_plum_541,defective,rotten
rotten_plum_542,defective,rotten
rotten_plum_543,defective,rotten
rotten_plum_544,defective,rotten
rotten_plum_545,defective,rotten
rotten_plum_546,defective,rotten
rotten_plum_547,defective,rotten
rotten_plum_548,defective,rotten
rotten_plum_549,defective,rotten
rotten_plum_550,defective,rotten
rotten_plum_551,defective,rotten
rotten_plum_552,defective,rotten
rotten_plum_553,defective,rotten
rotten_plum_554,defective,rotten
rotten_plum_555,defective,rotten
rotten_plum_556,defective,rotten
rotten_plum_557,defective,rotten
rotten_plum_558,defective,rotten
rotten_plum_559,defective,rotten
rotten_plum_560,defective,rotten
rotten_plum_561,defective,rotten
rotten_plum_562,defective,rotten
rotten_plum_563,defective,rotten
rotten_plum_564,defective,rotten
rotten_plum_565,defective,rotten
rotten_plum_566,defective,rotten
rotten_plum_567,defective,rotten
rotten_plum_568,defective,rotten
rotten_plum_569,defective,rotten
rotten_plum_570,defective,rotten
rotten_plum_571,defective,rotten
rotten_plum_572,defective,rotten
rotten_plum_573,defective,rotten
rotten_plum_574,defective,rotten
rotten_plum_575,defective,rotten
rotten_plum_576,defective,rotten
rotten_plum_577,defective,rotten
rotten_plum_578,defective,rotten
rotten_plum_579,defective,rotten
rotten_plum_580,defective,rotten
rotten_plum_581,defective,rotten
rotten_plum_582,defective,rotten
rotten_plum_583,defective,rotten
rotten_plum_584,defective,rotten
rotten_plum_585,defective,rotten
rotten_plum_586,defective,rotten
rotten_plum_587,defective,rotten
rotten_plum_588,defective,rotten
rotten_plum_589,defective,rotten
rotten_plum_590,defective,rotten
rotten_plum_591,defective,rotten
rotten_plum_592,defective,rotten
rotten_plum_593,defective,rotten
rotten_plum_594,defective,rotten
rotten_plum_595,defective,rotten
rotten_plum_596,defective,rotten
rotten_plum_597,defective,rotten
rotten_plum_598,defective,rotten
rotten_plum_599,defective,rotten
rotten_plum_600,defective,rotten
rotten_plum_601,defective,rotten
rotten_plum_602,defective,rotten
rotten_plum_603,defective,rotten
rotten_plum_604,defective,rotten
rotten_plum_605,defective,rotten
rotten_plum_606,defective,rotten
rotten_plum_607,defective,rotten
rotten_plum_608,defective,rotten
rotten_plum_609,defective,rotten
rotten_plum_610,defective,rotten
rotten_plum_611,defective,rotten
rotten_plum_612,defective,rotten
rotten_plum_613,defective,rotten
rotten_plum_614,defective,rotten
rotten_plum_615,defective,rotten
rotten_plum_616,defective,rotten
rotten_plum_617,defective,rotten
rotten_plum_618,defective,rotten
rotten_plum_619,defective,rotten
rotten_plum_620,defective,rotten
rotten_plum_621,defective,rotten
rotten_plum_622,defective,rotten
rotten_plum_623,defective,rotten
rotten_plum_624,defective,rotten
rotten_plum_625,defective,rotten
rotten_plum_626,defective,rotten
rotten_plum_627,defective,rotten
rotten_plum_628,defective,rotten
rotten_plum_629,defective,rotten
rotten_plum_630,defective,rotten
rotten_plum_631,defective,rotten
rotten_plum_632,defective,rotten
rotten_plum_633,defective,rotten
rotten_plum_634,defective,rotten
rotten_plum_635,defective,rotten
rotten_plum_636,defective,rotten
rotten_plum_637,defective,rotten
rotten_plum_638,defective,rotten
rotten_plum_639,defective,rotten
rotten_plum_640,defective,rotten
rotten_plum_641,defective,rotten
rotten_plum_642,defective,rotten
rotten_plum_643,defective,rotten
rotten_plum_644,defective,rotten
rotten_plum_645,defective,rotten
rotten_plum_646,defective,rotten
rotten_plum_647,defective,rotten
rotten_plum_648,defective,rotten
rotten_plum_649,defective,rotten
rotten_plum_650,defective,rotten
rotten_plum_651,defective,rotten
rotten_plum_652,defective,rotten
rotten_plum_653,defective,rotten
rotten_plum_654,defective,rotten
rotten_plum_655,defective,rotten
rotten_plum_656,defective,rotten
rotten_plum_657,defective,rotten
rotten_plum_658,defective,rotten
rotten_plum_659,defective,rotten
rotten_plum_660,defective,rotten
rotten_plum_661,defective,rotten
rotten_plum_662,defective,rotten
rotten_plum_663,defective,rotten
rotten_plum_664,defective,rotten
rotten_plum_665,defective,rotten
rotten_plum_666,defective,rotten
rotten_plum_667,defective,rotten
rotten_plum_668,defective,rotten
rotten_plum_669,defective,rotten
rotten_plum_670,defective,rotten
rotten_plum_671,defective,rotten
rotten_plum_672,defective,rotten
rotten_plum_673,defective,rotten
rotten_plum_674,defective,rotten
rotten_plum_675,defective,rotten
rotten_plum_676,defective,rotten
rotten_plum_677,defective,rotten
rotten_plum_678,defective,rotten
rotten_plum_679,defective,rotten
rotten_plum_680,defective,rotten
rotten_plum_681,defective,rotten
rotten_plum_682,defective,rotten
rotten_plum_683,defective,rotten
rotten_plum_684,defective,rotten
rotten_plum_685,defective,rotten
rotten_plum_686,defective,rotten
rotten_plum_687,defective,rotten
rotten_plum_688,defective,rotten
rotten_plum_689,defective,rotten
rotten_plum_690,defective,rotten
rotten_plum_691,defective,rotten
rotten_plum_692,defective,rotten
rotten_plum_693,defective,rotten
rotten_plum_694,defective,rotten
rotten_plum_695,defective,rotten
rotten_plum_696,defective,rotten
rotten_plum_697,defective,rotten
rotten_plum_698,defective,rotten
rotten_plum_699,defective,rotten
rotten_plum_700,defective,rotten
rotten_plum_701,defective,rotten
rotten_plum_702,defective,rotten
rotten_plum_703,defective,rotten
rotten_plum_704,defective,rotten
rotten_plum_705,defective,rotten
rotten_plum_706,defective,rotten
rotten_plum_707,defective,rotten
rotten_plum_708,defective,rotten
rotten_plum_709,defective,rotten
rotten_plum_710,defective,rotten
rotten_plum_711,defective,rotten
rotten_plum_712,defective,rotten
rotten_plum_713,defective,rotten
rotten_plum_714,defective,rotten
rotten_plum_715,defective,rotten
rotten_plum_716,defective,rotten
rotten_plum_717,defective,rotten
rotten_plum_718,defective,rotten
rotten_plum_719,defective,rotten
rotten_plum_720,defective,rotten
spotted_plum_1,defective,spotted
spotted_plum_2,defective,spotted
spotted_plum_3,defective,spotted
spotted_plum_4,defective,spotted
spotted_plum_5,defective,spotted
spotted_plum_6,defective,spotted
spotted_plum_7,defective,spotted
spotted_plum_8,defective,spotted
spotted_plum_9,defective,spotted
spotted_plum_10,defective,spotted
spotted_plum_11,defective,spotted
spotted_plum_12,defective,spotted
spotted_plum_13,defective,spotted
spotted_plum_14,defective,spotted
spotted_plum_15,defective,spotted
spotted_plum_16,defective,spotted
spotted_plum_17,defective,spotted
spotted_plum_18,defective,spotted
spotted_plum_19,defective,spotted
spotted_plum_20,defective,spotted
spotted_plum_21,defective,spotted
spotted_plum_22,defective,spotted
spotted_plum_23,defective,spotted
spotted_plum_24,defective,spotted
spotted_plum_25,defective,spotted
spotted_plum_26,defective,spotted
spotted_plum_27,defective,spotted
spotted_plum_28,defective,spotted
spotted_plum_29,defective,spotted
spotted_plum_30,defective,spotted
spotted_plum_31,defective,spotted
spotted_plum_32,defective,spotted
spotted_plum_33,defective,spotted
spotted_plum_34,defective,spotted
spotted_plum_35,defective,spotted
spotted_plum_36,defective,spotted
spotted_plum_37,defective,spotted
spotted_plum_38,defective,spotted
spotted_plum_39,defective,spotted
spotted_plum_40,defective,spotted
spotted_plum_41,defective,spotted
spotted_plum_42,defective,spotted
spotted_plum_43,defective,spotted
spotted_plum_44,defective,spotted
spotted_plum_45,defective,spotted
spotted_plum_46,defective,spotted
spotted_plum_47,defective,spotted
spotted_plum_48,defective,spotted
spotted_plum_49,defective,spotted
spotted_plum_50,defective,spotted
spotted_plum_51,defective,spotted
spotted_plum_52,defective,spotted
spotted_plum_53,defective,spotted
spotted_plum_54,defective,spotted
spotted_plum_55,defective,spotted
spotted_plum_56,defective,spotted
spotted_plum_57,defective,spotted
spotted_plum_58,defective,spotted
spotted_plum_59,defective,spotted
spotted_plum_60,defective,spotted
spotted_plum_61,defective,spotted
spotted_plum_62,defective,spotted
spotted_plum_63,defective,spotted
spotted_plum_64,defective,spotted
spotted_plum_65,defective,spotted
spotted_plum_66,defective,spotted
spotted_plum_67,defective,spotted
spotted_plum_68,defective,spotted
spotted_plum_69,defective,spotted
spotted_plum_70,defective,spotted
spotted_plum_71,defective,spotted
spotted_plum_72,defective,spotted
spotted_plum_73,defective,spotted
spotted_plum_74,defective,spotted
spotted_plum_75,defective,spotted
spotted_plum_76,defective,spotted
spotted_plum_77,defective,spotted
spotted_plum_78,defective,spotted
spotted_plum_79,defective,spotted
spotted_plum_80,defective,spotted
spotted_plum_81,defective,spotted
spotted_plum_82,defective,spotted
spotted_plum_83,defective,spotted
spotted_plum_84,defective,spotted
spotted_plum_85,defective,spotted
spotted_plum_86,defective,spotted
spotted_plum_87,defective,spotted
spotted_plum_88,defective,spotted
spotted_plum_89,defective,spotted
spotted_plum_90,defective,spotted
spotted_plum_91,defective,spotted
spotted_plum_92,defective,spotted
spotted_plum_93,defective,spotted
spotted_plum_94,defective,spotted
spotted_plum_95,defective,spotted
spotted_plum_96,defective,spotted
spotted_plum_97,defective,spotted
spotted_plum_98,defective,spotted
spotted_plum_99,defective,spotted
spotted_plum_100,defective,spotted
spotted_plum_101,defective,spotted
spotted_plum_102,defective,spotted
spotted_plum_103,defective,spotted
spotted_plum_104,defective,spotted
spotted_plum_105,defective,spotted
spotted_plum_106,defective,spotted
spotted_plum_107,defective,spotted
spotted_plum_108,defective,spotted
spotted_plum_109,defective,spotted
spotted_plum_110,defective,spotted
spotted_plum_111,defective,spotted
spotted_plum_112,defective,spotted
spotted_plum_113,defective,spotted
spotted_plum_114,defective,spotted
spotted_plum_115,defective,spotted
spotted_plum_116,defective,spotted
spotted_plum_117,defective,spotted
spotted_plum_118,defective,spotted
spotted_plum_119,defective,spotted
spotted_plum_120,defective,spotted
spotted_plum_121,defective,spotted
spotted_plum_122,defective,spotted
spotted_plum_123,defective,spotted
spotted_plum_124,defective,spotted
spotted_plum_125,defective,spotted
spotted_plum_126,defective,spotted
spotted_plum_127,defective,spotted
spotted_plum_128,defective,spotted
spotted_plum_129,defective,spotted
spotted_plum_130,defective,spotted
spotted_plum_131,defective,spotted
spotted_plum_132,defective,spotted
spotted_plum_133,defective,spotted
spotted_plum_134,defective,spotted
spotted_plum_135,defective,spotted
spotted_plum_136,defective,spotted
spotted_plum_137,defective,spotted
spotted_plum_138,defective,spotted
spotted_plum_139,defective,spotted
spotted_plum_140,defective,spotted
spotted_plum_141,defective,spotted
spotted_plum_142,defective,spotted
spotted_plum_143,defective,spotted
spotted_plum_144,defective,spotted
spotted_plum_145,defective,spotted
spotted_plum_146,defective,spotted
spotted_plum_147,defective,spotted
spotted_plum_148,defective,spotted
spotted_plum_149,defective,spotted
spotted_plum_150,defective,spotted
spotted_plum_151,defective,spotted
spotted_plum_152,defective,spotted
spotted_plum_153,defective,spotted
spotted_plum_154,defective,spotted
spotted_plum_155,defective,spotted
spotted_plum_156,defective,spotted
spotted_plum_157,defective,spotted
spotted_plum_158,defective,spotted
spotted_plum_159,defective,spotted
spotted_plum_160,defective,spotted
spotted_plum_161,defective,spotted
spotted_plum_162,defective,spotted
spotted_plum_163,defective,spotted
spotted_plum_164,defective,spotted
spotted_plum_165,defective,spotted
spotted_plum_166,defective,spotted
spotted_plum_167,defective,spotted
spotted_plum_168,defective,spotted
spotted_plum_169,defective,spotted
spotted_plum_170,defective,spotted
spotted_plum_171,defective,spotted
spotted_plum_172,defective,spotted
spotted_plum_173,defective,spotted
spotted_plum_174,defective,spotted
spotted_plum_175,defective,spotted
spotted_plum_176,defective,spotted
spotted_plum_177,defective,spotted
spotted_plum_178,defective,spotted
spotted_plum_179,defective,spotted
spotted_plum_180,defective,spotted
spotted_plum_181,defective,spotted
spotted_plum_182,defective,spotted
spotted_plum_183,defective,spotted
spotted_plum_184,defective,spotted
spotted_plum_185,defective,spotted
spotted_plum_186,defective,spotted
spotted_plum_187,defective,spotted
spotted_plum_188,defective,spotted
spotted_plum_189,defective,spotted
spotted_plum_190,defective,spotted
spotted_plum_191,defective,spotted
spotted_plum_192,defective,spotted
spotted_plum_193,defective,spotted
spotted_plum_194,defective,spotted
spotted_plum_195,defective,spotted
spotted_plum_196,defective,spotted
spotted_plum_197,defective,spotted
spotted_plum_198,defective,spotted
spotted_plum_199,defective,spotted
spotted_plum_200,defective,spotted
spotted_plum_201,defective,spotted
spotted_plum_202,defective,spotted
spotted_plum_203,defective,spotted
spotted_plum_204,defective,spotted
spotted_plum_205,defective,spotted
spotted_plum_206,defective,spotted
spotted_plum_207,defective,spotted
spotted_plum_208,defective,spotted
spotted_plum_209,defective,spotted
spotted_plum_210,defective,spotted
spotted_plum_211,defective,spotted
spotted_plum_212,defective,spotted
spotted_plum_213,defective,spotted
spotted_plum_214,defective,spotted
spotted_plum_215,defective,spotted
spotted_plum_216,defective,spotted
spotted_plum_217,defective,spotted
spotted_plum_218,defective,spotted
spotted_plum_219,defective,spotted
spotted_plum_220,defective,spotted
spotted_plum_221,defective,spotted
spotted_plum_222,defective,spotted
spotted_plum_223,defective,spotted
spotted_plum_224,defective,spotted
spotted_plum_225,defective,spotted
spotted_plum_226,defective,spotted
spotted_plum_227,defective,spotted
spotted_plum_228,defective,spotted
spotted_plum_229,defective,spotted
spotted_plum_230,defective,spotted
spotted_plum_231,defective,spotted
spotted_plum_232,defective,spotted
spotted_plum_233,defective,spotted
spotted_plum_234,defective,spotted
spotted_plum_235,defective,spotted
spotted_plum_236,defective,spotted
spotted_plum_237,defective,spotted
spotted_plum_238,defective,spotted
spotted_plum_239,defective,spotted
spotted_plum_240,defective,spotted
spotted_plum_241,defective,spotted
spotted_plum_242,defective,spotted
spotted_plum_243,defective,spotted
spotted_plum_244,defective,spotted
spotted_plum_245,defective,spotted
spotted_plum_246,defective,spotted
spotted_plum_247,defective,spotted
spotted_plum_248,defective,spotted
spotted_plum_249,defective,spotted
spotted_plum_250,defective,spotted
spotted_plum_251,defective,spotted
spotted_plum_252,defective,spotted
spotted_plum_253,defective,spotted
spotted_plum_254,defective,spotted
spotted_plum_255,defective,spotted
spotted_plum_256,defective,spotted
spotted_plum_257,defective,spotted
spotted_plum_258,defective,spotted
spotted_plum_259,defective,spotted
spotted_plum_260,defective,spotted
spotted_plum_261,defective,spotted
spotted_plum_262,defective,spotted
spotted_plum_263,defective,spotted
spotted_plum_264,defective,spotted
spotted_plum_265,defective,spotted
spotted_plum_266,defective,spotted
spotted_plum_267,defective,spotted
spotted_plum_268,defective,spotted
spotted_plum_269,defective,spotted
spotted_plum_270,defective,spotted
spotted_plum_271,defective,spotted
spotted_plum_272,defective,spotted
spotted_plum_273,defective,spotted
spotted_plum_274,defective,spotted
spotted_plum_275,defective,spotted
spotted_plum_276,defective,spotted
spotted_plum_277,defective,spotted
spotted_plum_278,defective,spotted
spotted_plum_279,defective,spotted
spotted_plum_280,defective,spotted
spotted_plum_281,defective,spotted
spotted_plum_282,defective,spotted
spotted_plum_283,defective,spotted
spotted_plum_284,defective,spotted
spotted_plum_285,defective,spotted
spotted_plum_286,defective,spotted
spotted_plum_287,defective,spotted
spotted_plum_288,defective,spotted
spotted_plum_289,defective,spotted
spotted_plum_290,defective,spotted
spotted_plum_291,defective,spotted
spotted_plum_292,defective,spotted
spotted_plum_293,defective,spotted
spotted_plum_294,defective,spotted
spotted_plum_295,defective,spotted
spotted_plum_296,defective,spotted
spotted_plum_297,defective,spotted
spotted_plum_298,defective,spotted
spotted_plum_299,defective,spotted
spotted_plum_300,defective,spotted
spotted_plum_301,defective,spotted
spotted_plum_302,defective,spotted
spotted_plum_303,defective,spotted
spotted_plum_304,defective,spotted
spotted_plum_305,defective,spotted
spotted_plum_306,defective,spotted
spotted_plum_307,defective,spotted
spotted_plum_308,defective,spotted
spotted_plum_309,defective,spotted
spotted_plum_310,defective,spotted
spotted_plum_311,defective,spotted
spotted_plum_312,defective,spotted
spotted_plum_313,defective,spotted
spotted_plum_314,defective,spotted
spotted_plum_315,defective,spotted
spotted_plum_316,defective,spotted
spotted_plum_317,defective,spotted
spotted_plum_318,defective,spotted
spotted_plum_319,defective,spotted
spotted_plum_320,defective,spotted
spotted_plum_321,defective,spotted
spotted_plum_322,defective,spotted
spotted_plum_323,defective,spotted
spotted_plum_324,defective,spotted
spotted_plum_325,defective,spotted
spotted_plum_326,defective,spotted
spotted_plum_327,defective,spotted
spotted_plum_328,defective,spotted
spotted_plum_329,defective,spotted
spotted_plum_330,defective,spotted
spotted_plum_331,defective,spotted
spotted_plum_332,defective,spotted
spotted_plum_333,defective,spotted
spotted_plum_334,defective,spotted
spotted_plum_335,defective,spotted
spotted_plum_336,defective,spotted
spotted_plum_337,defective,spotted
spotted_plum_338,defective,spotted
spotted_plum_339,defective,spotted
spotted_plum_340,defective,spotted
spotted_plum_341,defective,spotted
spotted_plum_342,defective,spotted
spotted_plum_343,defective,spotted
spotted_plum_344,defective,spotted
spotted_plum_345,defective,spotted
spotted_plum_346,defective,spotted
spotted_plum_347,defective,spotted
spotted_plum_348,defective,spotted
spotted_plum_349,defective,spotted
spotted_plum_350,defective,spotted
spotted_plum_351,defective,spotted
spotted_plum_352,defective,spotted
spotted_plum_353,defective,spotted
spotted_plum_354,defective,spotted
spotted_plum_355,defective,spotted
spotted_plum_356,defective,spotted
spotted_plum_357,defective,spotted
spotted_plum_358,defective,spotted
spotted_plum_359,defective,spotted
spotted_plum_360,defective,spotted
spotted_plum_361,defective,spotted
spotted_plum_362,defective,spotted
spotted_plum_363,defective,spotted
spotted_plum_364,defective,spotted
spotted_plum_365,defective,spotted
spotted_plum_366,defective,spotted
spotted_plum_367,defective,spotted
spotted_plum_368,defective,spotted
spotted_plum_369,defective,spotted
spotted_plum_370,defective,spotted
spotted_plum_371,defective,spotted
spotted_plum_372,defective,spotted
spotted_plum_373,defective,spotted
spotted_plum_374,defective,spotted
spotted_plum_375,defective,spotted
spotted_plum_376,defective,spotted
spotted_plum_377,defective,spotted
spotted_plum_378,defective,spotted
spotted_plum_379,defective,spotted
spotted_plum_380,defective,spotted
spotted_plum_381,defective,spotted
spotted_plum_382,defective,spotted
spotted_plum_383,defective,spotted
spotted_plum_384,defective,spotted
spotted_plum_385,defective,spotted
spotted_plum_386,defective,spotted
spotted_plum_387,defective,spotted
spotted_plum_388,defective,spotted
spotted_plum_389,defective,spotted
spotted_plum_390,defective,spotted
spotted_plum_391,defective,spotted
spotted_plum_392,defective,spotted
spotted_plum_393,defective,spotted
spotted_plum_394,defective,spotted
spotted_plum_395,defective,spotted
spotted_plum_396,defective,spotted
spotted_plum_397,defective,spotted
spotted_plum_398,defective,spotted
spotted_plum_399,defective,spotted
spotted_plum_400,defective,spotted
spotted_plum_401,defective,spotted
spotted_plum_402,defective,spotted
spotted_plum_403,defective,spotted
spotted_plum_404,defective,spotted
spotted_plum_405,defective,spotted
spotted_plum_406,defective,spotted
spotted_plum_407,defective,spotted
spotted_plum_408,defective,spotted
spotted_plum_409,defective,spotted
spotted_plum_410,defective,spotted
spotted_plum_411,defective,spotted
spotted_plum_412,defective,spotted
spotted_plum_413,defective,spotted
spotted_plum_414,defective,spotted
spotted_plum_415,defective,spotted
spotted_plum_416,defective,spotted
spotted_plum_417,defective,spotted
spotted_plum_418,defective,spotted
spotted_plum_419,defective,spotted
spotted_plum_420,defective,spotted
spotted_plum_421,defective,spotted
spotted_plum_422,defective,spotted
spotted_plum_423,defective,spotted
spotted_plum_424,defective,spotted
spotted_plum_425,defective,spotted
spotted_plum_426,defective,spotted
spotted_plum_427,defective,spotted
spotted_plum_428,defective,spotted
spotted_plum_429,defective,spotted
spotted_plum_430,defective,spotted
spotted_plum_431,defective,spotted
spotted_plum_432,defective,spotted
spotted_plum_433,defective,spotted
spotted_plum_434,defective,spotted
spotted_plum_435,defective,spotted
spotted_plum_436,defective,spotted
spotted_plum_437,defective,spotted
spotted_plum_438,defective,spotted
spotted_plum_439,defective,spotted
spotted_plum_440,defective,spotted
spotted_plum_441,defective,spotted
spotted_plum_442,defective,spotted
spotted_plum_443,defective,spotted
spotted_plum_444,defective,spotted
spotted_plum_445,defective,spotted
spotted_plum_446,defective,spotted
spotted_plum_447,defective,spotted
spotted_plum_448,defective,spotted
spotted_plum_449,defective,spotted
spotted_plum_450,defective,spotted
spotted_plum_451,defective,spotted
spotted_plum_452,defective,spotted
spotted_plum_453,defective,spotted
spotted_plum_454,defective,spotted
spotted_plum_455,defective,spotted
spotted_plum_456,defective,spotted
spotted_plum_457,defective,spotted
spotted_plum_458,defective,spotted
spotted_plum_459,defective,spotted
spotted_plum_460,defective,spotted
spotted_plum_461,defective,spotted
spotted_plum_462,defective,spotted
spotted_plum_463,defective,spotted
spotted_plum_464,defective,spotted
spotted_plum_465,defective,spotted
spotted_plum_466,defective,spotted
spotted_plum_467,defective,spotted
spotted_plum_468,defective,spotted
spotted_plum_469,defective,spotted
spotted_plum_470,defective,spotted
spotted_plum_471,defective,spotted
spotted_plum_472,defective,spotted
spotted_plum_473,defective,spotted
spotted_plum_474,defective,spotted
spotted_plum_475,defective,spotted
spotted_plum_476,defective,spotted
spotted_plum_477,defective,spotted
spotted_plum_478,defective,spotted
spotted_plum_479,defective,spotted
spotted_plum_480,defective,spotted
spotted_plum_481,defective,spotted
spotted_plum_482,defective,spotted
spotted_plum_483,defective,spotted
spotted_plum_484,defective,spotted
spotted_plum_485,defective,spotted
spotted_plum_486,defective,spotted
spotted_plum_487,defective,spotted
spotted_plum_488,defective,spotted
spotted_plum_489,defective,spotted
spotted_plum_490,defective,spotted
spotted_plum_491,defective,spotted
spotted_plum_492,defective,spotted
spotted_plum_493,defective,spotted
spotted_plum_494,defective,spotted
spotted_plum_495,defective,spotted
spotted_plum_496,defective,spotted
spotted_plum_497,defective,spotted
spotted_plum_498,defective,spotted
spotted_plum_499,defective,spotted
spotted_plum_500,defective,spotted
spotted_plum_501,defective,spotted
spotted_plum_502,defective,spotted
spotted_plum_503,defective,spotted
spotted_plum_504,defective,spotted
spotted_plum_505,defective,spotted
spotted_plum_506,defective,spotted
spotted_plum_507,defective,spotted
spotted_plum_508,defective,spotted
spotted_plum_509,defective,spotted
spotted_plum_510,defective,spotted
spotted_plum_511,defective,spotted
spotted_plum_512,defective,spotted
spotted_plum_513,defective,spotted
spotted_plum_514,defective,spotted
spotted_plum_515,defective,spotted
spotted_plum_516,defective,spotted
spotted_plum_517,defective,spotted
spotted_plum_518,defective,spotted
spotted_plum_519,defective,spotted
spotted_plum_520,defective,spotted
spotted_plum_521,defective,spotted
spotted_plum_522,defective,spotted
spotted_plum_523,defective,spotted
spotted_plum_524,defective,spotted
spotted_plum_525,defective,spotted
spotted_plum_526,defective,spotted
spotted_plum_527,defective,spotted
spotted_plum_528,defective,spotted
spotted_plum_529,defective,spotted
spotted_plum_530,defective,spotted
spotted_plum_531,defective,spotted
spotted_plum_532,defective,spotted
spotted_plum_533,defective,spotted
spotted_plum_534,defective,spotted
spotted_plum_535,defective,spotted
spotted_plum_536,defective,spotted
spotted_plum_537,defective,spotted
spotted_plum_538,defective,spotted
spotted_plum_539,defective,spotted
spotted_plum_540,defective,spotted
spotted_plum_541,defective,spotted
spotted_plum_542,defective,spotted
spotted_plum_543,defective,spotted
spotted_plum_544,defective,spotted
spotted_plum_545,defective,spotted
spotted_plum_546,defective,spotted
